# golden-reach ledger — golden-only tier, one scoped run per golden test, measured at commit e857ec1b00e3 over 183 golden tests
rank	key	region	unreached_sites	unreached_regions	regions	witnesses	outside	sites	note
51	dollar-ref	schemas	0	49	212	6-dot-authentiqio.appspot.com,adyen-capital,adyen-managed-risk-notification,adyen-report-notification,agco-ats,airbyte.local-config,alma-france,amazonaws.com-cloudformation,amazonaws.com-cloudfront,anchore.io,apache.org,apache.org-airflow,apache.org-qakka,api-openverse-org,apicurio.local-registry,apideck.com-accounting,apideck.com-ats,apideck.com-connector,apideck.com-crm,apideck.com-customer-support,apideck.com-ecommerce,apideck.com-ecosystem,apideck.com-file-storage,apideck.com-hris,apideck.com-issue-tracking,apideck.com-lead,apideck.com-sms,apideck.com-vault,apideck.com-webhook,apis.guru,apivideo-android-uploader,appwrite.io-client,appwrite.io-server,audience-filter,audience-filter-strict,audiobookshelf,auth-schemes,auto-agent-protocol,aws-importexport,billie,billie-entry,bintable.com,braintrust-dev,buildrelay,bungie.net,bunq.com,byautomata.io,chaingateway-io,client-class-name,color.pizza,cookie-parameters,cradl,crozier-sdk-extensions,cyclonedx-transparency-exchange,daniweb-connect,deepsearch-ds-v2,digit-leading-property,discord-com,discriminated-unions,dnd5eapi.co,enum-name-sanitization,enum-receiver-collision,eos.local,eos.local-extra-fields-forbid,eozilla,error-responses,etsi.local-mec010-2_apppkgmgmt,exa-gate,exhaustive,fergus,flowdapt,folio-mod-authtoken,form-bodies,frankfurter,free5gc-namf-communication,free5gc-pdu-session,gambitcomm.local-mimic,googleapis-servicebroker,groupe-psa,helios-verifiable-api,helixdb-http-api,http-toolkit,hubspot-events,inline-array-request,inline-request-response,integer-enums,k8s-container-service-provider,khoainats,komga,letta,listennotes,livepeer-ai-runner,loris-dataquery,maif.local-otoroshi,marimo,med-anvisa-price,microcks.local,mindee-ocr,mosip-esignet,ndw-accessibility-map,netbox.dev,nexmo-messages,nextgen,oauth-client-credentials,openbanking-brasil-directory,openbanking.org.uk-account-info-openapi,openbankingproject-ch-kundenbeziehung,openepcis-dpp-ready,openfigi.com,openintegrationhub-secret-service,openlinksw-osdb,osparc-simcore-webserver,outreach,paloalto-cspm-alerts,paloalto-cspm-reports,paloalto-cspm-search-manager,paloalto-remote-networks,paypal-catalog-products,prometheus-x-edge-computing,pydantic-extra-fields,query-parameters-openapi,raybot,recursive-types,redhat.com-catalog_inventory,redocly.com-museum,sac-backend,schema-constraints,servers-webhooks,sftpgo,sigstore-rekor,skool,skool-entry,slurmdb-rest,spendesk,squareup.com,steaminputdb,strapi-rest-api,svix-webhooks,swagger-petstore,tally,tamoss,thrivecart,timelyapp,timelyapp-entry,tlon-notes,torrentarr,traccar.org,truefoundry-trueforge,truefoundry-trueforge-5adde28,twilio.com-twilio_messaging_v1,twilio.com-twilio_voice_v1,volview-backend-contract,vtex-pricing,withsecure-gdpr-subject-rights,worldcoin-signup-sequencer,writeonly-fields,xero.com-xero-payroll-au,ziptax-node,zulip,zulip-jentic,zulip-jentic-entry	apideck.com-pos,appng-rest-api,asana.com,atlassian.com-jira,axesso.de,bbci.co.uk,box.com,canada-holidays.ca,codesearch.debian.net,conjur.local,corrently.io,github.com,gov.bc.ca-news,groundhog-day.com	src/ir.rs::base_type_ref[if let Some\(reference\) = &schema\.reference \{]=4/4 ; src/ir.rs::ref_to_class=40/40 ; src/ir.rs::resolve_ref=8/9 ; src/ir.rs::resolve_ref_from_schemas=6/7 ; src/ir.rs::resolve_schema_pointer=39/71 ; src/refs.rs::Resolver::resolve_schema=66/81	-
52	type-primary-array	schemas	0	47	126	adyen-capital,adyen-managed-risk-notification,agco-ats,airbyte.local-config,alma-france,amazonaws.com-cloudformation,amazonaws.com-cloudfront,anchore.io,apache.org,apache.org-airflow,apache.org-qakka,api-openverse-org,apicurio.local-registry,apideck.com-accounting,apideck.com-ats,apideck.com-connector,apideck.com-crm,apideck.com-customer-support,apideck.com-ecommerce,apideck.com-ecosystem,apideck.com-file-storage,apideck.com-hris,apideck.com-issue-tracking,apideck.com-lead,apideck.com-sms,apideck.com-vault,apideck.com-webhook,apis.guru,apivideo-android-uploader,appwrite.io-client,appwrite.io-server,audience-filter,audience-filter-strict,audiobookshelf,auto-agent-protocol,aws-importexport,billie,billie-entry,bintable.com,blackadi-oauth2,braintrust-dev,buildrelay,bungie.net,bunq.com,byautomata.io,chaingateway-io,client-class-name,color.pizza,cradl,crozier-sdk-extensions,cyclonedx-transparency-exchange,daniweb-connect,deepsearch-ds-v2,discord-com,discourse.local,dnd5eapi.co,electric-sql,eos.local,eos.local-extra-fields-forbid,eozilla,error-responses,etsi.local-mec010-2_apppkgmgmt,exa-gate,exhaustive,fergus,flowdapt,frankfurter,free5gc-namf-communication,free5gc-pdu-session,gambitcomm.local-mimic,googleapis-servicebroker,groupe-psa,helios-verifiable-api,helixdb-http-api,hubspot-events,inline-array-request,inline-request-response,k8s-container-service-provider,komga,kytos-sdntrace-cp,letta,listennotes,livepeer-ai-runner,loris-dataquery,maif.local-otoroshi,malformed-property-schema,marimo,med-anvisa-price,microcks.local,mindee-ocr,missing-operation-id,mosip-esignet,ndw-accessibility-map,netbox.dev,nexmo-messages,nextgen,nimisampo,oauth-client-credentials,openbanking-brasil-directory,openbanking.org.uk-account-info-openapi,openbankingproject-ch-kundenbeziehung,openepcis-dpp-ready,openfigi.com,openintegrationhub-secret-service,openlinksw-osdb,operation-id-non-identifier,osparc-simcore-webserver,outreach,paloalto-cspm-alerts,paloalto-cspm-reports,paloalto-cspm-search-manager,paloalto-remote-networks,paypal-catalog-products,portfoliooptimizer.io,prometheus-x-edge-computing,pydantic-extra-fields,query-parameters-openapi,raybot,recursive-types,redhat.com-catalog_inventory,redocly.com-museum,reverb.com,sac-backend,schema-constraints,sftpgo,short-io,sigstore-rekor,skool,skool-entry,slurmdb-rest,spendesk,squareup.com,steaminputdb,strapi-rest-api,svix-webhooks,swagger-petstore,tag-based-grouping,tally,tamoss,thrivecart,timelyapp,timelyapp-entry,tlon-notes,torrentarr,traccar.org,truefoundry-trueforge,truefoundry-trueforge-5adde28,twilio.com-twilio_messaging_v1,twilio.com-twilio_voice_v1,volview-backend-contract,vtex-pricing,webflow-v2,withsecure-gdpr-subject-rights,worldcoin-signup-sequencer,xero.com-xero-payroll-au,ziptax-node,zulip,zulip-jentic,zulip-jentic-entry	apideck.com-pos,appng-rest-api,asana.com,atlassian.com-jira,axesso.de,bbci.co.uk,box.com,canada-holidays.ca,codesearch.debian.net,conjur.local,corrently.io,etherpad.local,github.com,gov.bc.ca-news,groundhog-day.com	src/openapi.rs::TypeField::primary=11/11 ; src/ir.rs::InlineHoister::hoist_union_variant[if variant.ty.as_ref\(\)]=58/105 ; src/ir.rs::InlineHoister::prop_type_ref[if prop_schema.ty.as_ref\(\)]=10/10	`nested_array_element`'s nested-array recursion is `items-nested-array-element`'s arm, not every array's
53	media-type-form-urlencoded	bodies-media	0	38	111	anchore.io,bracketed-property-names,form-bodies,traccar.org,twilio.com-twilio_messaging_v1,twilio.com-twilio_voice_v1	box.com,conjur.local	src/ir.rs::resolve_request_body[if let Some\(media\) = rb\.content\.get\(media_type\)]=29/65 ; src/ir.rs::urlencoded_body_source_names=21/22 ; src/ir.rs::form_body_source_names=23/24	-
54	relative-file-ref	document-paths	0	38	70	cyberark-conjur-api,raybot	-	src/refs.rs::Resolver::resolve_path_item[if let DocumentLocation::Local\(file\) = &source_path \{]=10/10 ; src/refs.rs::split_external=17/19 ; src/refs.rs::DocumentLocation::from_reference[match source \{]=5/41	-
55	securityscheme-type-apikey	security	0	38	238	adyen-capital,adyen-managed-risk-notification,alma-france,amazonaws.com-cloudformation,amazonaws.com-cloudfront,apideck.com-accounting,apideck.com-ats,apideck.com-connector,apideck.com-crm,apideck.com-customer-support,apideck.com-ecommerce,apideck.com-file-storage,apideck.com-hris,apideck.com-issue-tracking,apideck.com-lead,apideck.com-proxy,apideck.com-sms,apideck.com-vault,apideck.com-webhook,appwrite.io-client,appwrite.io-server,auth-schemes,aws-importexport,buildrelay,bungie.net,byautomata.io,cyberark-conjur-api,deepsearch-ds-v2,discord-com,exa-gate,groupe-psa,hubspot-events,komga,loris-dataquery,netbox.dev,openbanking-brasil-directory,openepcis-dpp-ready,openfigi.com,paloalto-cspm-alerts,paloalto-cspm-reports,paloalto-cspm-search-manager,portfoliooptimizer.io,sftpgo,short-io,skool,skool-entry,slurmdb-rest,squareup.com,swagger-petstore,tlon-notes,vtex-pricing,ziptax-node	apideck.com-pos,appng-rest-api,bbci.co.uk,calorieninjas.com,codesearch.debian.net,conjur.local,esgenterprise.com,etherpad.local	src/ir.rs::auth_model[find\(\x7cscheme\x7c \{]=6/7 ; src/ir.rs::auth_model[^\s*Auth::ApiKey \{$]=14/14 ; src/ir.rs::additional_api_key_global_headers=30/32 ; src/ir.rs::is_auth_managed_header=5/25 ; src/openapi.rs::load[for \(scheme_name.* in &doc\.components\.security_schemes \{]=6/8 ; src/emit.rs::auth_wrapper_parts=57/64 ; src/emit.rs::auth_client_parts=58/62 ; src/emit.rs::auth_example_args=10/11 ; src/emit.rs::documentation_auth_example_args=14/15	-
56	items-anyof-element	schemas	0	37	87	apideck.com-accounting,apideck.com-vault,cradl,deepsearch-ds-v2,discord-com,dnd5eapi.co,fergus,flowdapt,letta,livepeer-ai-runner,marimo,openepcis-dpp-ready,osparc-simcore-webserver,paypal-catalog-products,timelyapp,timelyapp-entry,truefoundry-trueforge,truefoundry-trueforge-5adde28,volview-backend-contract,withsecure-gdpr-subject-rights	bbci.co.uk,github.com	src/ir.rs::Builder::nested_array_element[if let Some\(members\) = items.one_of]=21/21 ; src/ir.rs::InlineHoister::hoist_array_item_type[if let Some\(members\) = item_schema.one_of]=29/66	-
57	ref-pointer-cross-document	schemas	0	37	199	folio-mod-authtoken,helios-verifiable-api,ndw-accessibility-map,raybot	-	src/refs.rs::split_external=19/19 ; src/refs.rs::split_remote=12/13 ; src/refs.rs::Resolver::resolve_schema=66/81 ; src/refs.rs::Resolver::resolve_reference=42/59 ; src/refs.rs::Resolver::import_named_schema=23/27	`src/ir.rs::ref_to_class`'s cross-document arm: `src/refs.rs` rewrites every cross-document `$ref` to a local one before `ir.rs` reads it
58	media-type-multipart	bodies-media	0	35	106	anchore.io,appwrite.io-client,appwrite.io-server,discourse.local,form-bodies,free5gc-namf-communication,free5gc-pdu-session,letta,livepeer-ai-runner,microcks.local	appng-rest-api,asana.com,atlassian.com-jira,box.com	src/ir.rs::resolve_request_body[if let Some\(media\) = rb\.content\.get\(\"multipart/related\"\)]=16/17 ; src/ir.rs::resolve_request_body[if let Some\(media\) = rb\.content\.get\(media_type\)]=32/65 ; src/ir.rs::form_body_source_names=23/24	-
59	oneof	schemas	0	33	404	apideck.com-webhook,audiobookshelf,auto-agent-protocol,braintrust-dev,cradl,deepsearch-ds-v2,discord-com,discriminated-unions,dnd5eapi.co,electric-sql,eozilla,exhaustive,flowdapt,free5gc-namf-communication,free5gc-pdu-session,groupe-psa,helios-verifiable-api,helixdb-http-api,komga,letta,listennotes,maif.local-otoroshi,microcks.local,mindee-ocr,mosip-esignet,nexmo-messages,nimisampo,openepcis-dpp-ready,openfigi.com,openintegrationhub-secret-service,osparc-simcore-webserver,paloalto-cspm-alerts,paloalto-cspm-reports,paloalto-cspm-search-manager,paloalto-remote-networks,paypal-catalog-products,portfoliooptimizer.io,query-parameters-openapi,raybot,recursive-types,sftpgo,sigstore-rekor,steaminputdb,strapi-rest-api,tally,tamoss,timelyapp,timelyapp-entry,tlon-notes,truefoundry-trueforge,truefoundry-trueforge-5adde28,volview-backend-contract,webflow-v2,worldcoin-signup-sequencer,ziptax-node,zulip,zulip-jentic,zulip-jentic-entry	atlassian.com-jira,bbci.co.uk,box.com,github.com	src/ir.rs::union_variants=28/29 ; src/ir.rs::Builder::add_named[if let Some\(variants\) = schema\.one_of\.as_ref\(\)\.or\(schema\.any_of\.as_ref\(\)\) \{]=102/106 ; src/ir.rs::Builder::discriminated_union=177/183 ; src/ir.rs::Builder::variant_ref[if let Some\(members\) = variant\.one_of\.as_ref\(\)\.or\(variant\.any_of\.as_ref\(\)\) \{]=24/45 ; src/openapi.rs::collapse_sole_composition_member=40/41	-
60	parameter-reference	parameters	0	33	100	6-dot-authentiqio.appspot.com,amazonaws.com-cloudformation,amazonaws.com-cloudfront,anchore.io,apache.org,apache.org-airflow,api-openverse-org,apideck.com-accounting,apideck.com-ats,apideck.com-connector,apideck.com-crm,apideck.com-customer-support,apideck.com-ecommerce,apideck.com-ecosystem,apideck.com-file-storage,apideck.com-hris,apideck.com-issue-tracking,apideck.com-lead,apideck.com-proxy,apideck.com-sms,apideck.com-vault,apideck.com-webhook,apis.guru,apivideo-android-uploader,audiobookshelf,aws-importexport,braintrust-dev,bunq.com,cyberark-conjur-api,cyclonedx-transparency-exchange,dnd5eapi.co,electric-sql,exa-gate,frankfurter,googleapis-servicebroker,groupe-psa,helixdb-http-api,k8s-container-service-provider,listennotes,ndw-accessibility-map,openbanking-brasil-directory,openbanking.org.uk-account-info-openapi,openepcis-dpp-ready,openintegrationhub-secret-service,outreach,paloalto-remote-networks,paypal-catalog-products,redhat.com-catalog_inventory,redocly.com-museum,sac-backend,strapi-rest-api,tamoss,traccar.org,truefoundry-trueforge,truefoundry-trueforge-5adde28,xero.com-xero-payroll-au,zulip,zulip-jentic,zulip-jentic-entry	apideck.com-pos,asana.com,bbci.co.uk,codesearch.debian.net,conjur.local,etherpad.local,github.com	src/openapi.rs::resolve_parameter=16/17 ; src/openapi.rs::normalize_parameters=44/44 ; src/refs.rs::Resolver::resolve_parameter=7/39	-
61	items	schemas	0	31	263	adyen-capital,adyen-managed-risk-notification,agco-ats,airbyte.local-config,alma-france,amazonaws.com-cloudformation,amazonaws.com-cloudfront,anchore.io,apache.org,apache.org-airflow,apache.org-qakka,api-openverse-org,apicurio.local-registry,apideck.com-accounting,apideck.com-ats,apideck.com-connector,apideck.com-crm,apideck.com-customer-support,apideck.com-ecommerce,apideck.com-ecosystem,apideck.com-file-storage,apideck.com-hris,apideck.com-issue-tracking,apideck.com-lead,apideck.com-sms,apideck.com-vault,apideck.com-webhook,apis.guru,apivideo-android-uploader,appwrite.io-client,appwrite.io-server,audience-filter,audience-filter-strict,audiobookshelf,auto-agent-protocol,aws-importexport,billie,billie-entry,bintable.com,blackadi-oauth2,braintrust-dev,buildrelay,bungie.net,bunq.com,byautomata.io,chaingateway-io,client-class-name,color.pizza,cradl,crozier-sdk-extensions,cyclonedx-transparency-exchange,daniweb-connect,deepsearch-ds-v2,discord-com,discourse.local,dnd5eapi.co,electric-sql,eos.local,eos.local-extra-fields-forbid,eozilla,error-responses,etsi.local-mec010-2_apppkgmgmt,exa-gate,exhaustive,fergus,flowdapt,frankfurter,free5gc-namf-communication,free5gc-pdu-session,gambitcomm.local-mimic,googleapis-servicebroker,groupe-psa,helios-verifiable-api,helixdb-http-api,hubspot-events,inline-array-request,inline-request-response,k8s-container-service-provider,komga,kytos-sdntrace-cp,letta,listennotes,livepeer-ai-runner,loris-dataquery,maif.local-otoroshi,malformed-property-schema,marimo,med-anvisa-price,microcks.local,mindee-ocr,missing-operation-id,mosip-esignet,ndw-accessibility-map,netbox.dev,nexmo-messages,nextgen,nimisampo,oauth-client-credentials,openbanking-brasil-directory,openbanking.org.uk-account-info-openapi,openbankingproject-ch-kundenbeziehung,openepcis-dpp-ready,openfigi.com,openintegrationhub-secret-service,openlinksw-osdb,operation-id-non-identifier,osparc-simcore-webserver,outreach,paloalto-cspm-alerts,paloalto-cspm-reports,paloalto-cspm-search-manager,paloalto-remote-networks,paypal-catalog-products,portfoliooptimizer.io,prometheus-x-edge-computing,pydantic-extra-fields,query-parameters-openapi,raybot,recursive-types,redhat.com-catalog_inventory,redocly.com-museum,reverb.com,sac-backend,schema-constraints,sftpgo,short-io,sigstore-rekor,skool,skool-entry,slurmdb-rest,spendesk,squareup.com,steaminputdb,strapi-rest-api,svix-webhooks,swagger-petstore,tag-based-grouping,tally,tamoss,thrivecart,timelyapp,timelyapp-entry,tlon-notes,torrentarr,traccar.org,truefoundry-trueforge,truefoundry-trueforge-5adde28,twilio.com-twilio_messaging_v1,twilio.com-twilio_voice_v1,volview-backend-contract,vtex-pricing,webflow-v2,withsecure-gdpr-subject-rights,worldcoin-signup-sequencer,xero.com-xero-payroll-au,ziptax-node,zulip,zulip-jentic,zulip-jentic-entry	apideck.com-pos,appng-rest-api,asana.com,atlassian.com-jira,axesso.de,bbci.co.uk,box.com,canada-holidays.ca,codesearch.debian.net,conjur.local,corrently.io,etherpad.local,github.com,gov.bc.ca-news,groundhog-day.com	src/ir.rs::base_type_ref[Some\("array"\) => \{]=17/18 ; src/ir.rs::array_item_type_ref=9/13 ; src/ir.rs::Builder::nested_array_element=79/87 ; src/ir.rs::InlineHoister::hoist_array_item_type=127/145	-
62	anyof-array-variant-anyof-item	schemas	0	24	40	apideck.com-vault,cradl,letta,marimo,truefoundry-trueforge,truefoundry-trueforge-5adde28	-	src/ir.rs::InlineHoister::hoist_union_variant[if let Some\(members\) = item.one_of]=16/40	-
63	anyof-array-variant-oneof-item	schemas	0	24	40	letta,osparc-simcore-webserver	-	src/ir.rs::InlineHoister::hoist_union_variant[if let Some\(members\) = item.one_of]=16/40	-
64	oneof-array-variant-oneof-item	schemas	0	24	40	discord-com,letta	-	src/ir.rs::InlineHoister::hoist_union_variant[if let Some\(members\) = item.one_of]=16/40	-
65	parameter-style-spacedelimited-query-scalar	parameters	0	24	85	apideck.com-vault,loris-dataquery	-	src/ir.rs::build_endpoint[^\s*QueryParam \{]=13/13 ; src/emit.rs::append_request_call_args[if !ep\.query_params\.is_empty\(\) \{]=48/72	-
66	securityscheme-name	security	0	24	79	adyen-capital,adyen-managed-risk-notification,alma-france,amazonaws.com-cloudformation,amazonaws.com-cloudfront,apideck.com-accounting,apideck.com-ats,apideck.com-connector,apideck.com-crm,apideck.com-customer-support,apideck.com-ecommerce,apideck.com-file-storage,apideck.com-hris,apideck.com-issue-tracking,apideck.com-lead,apideck.com-proxy,apideck.com-sms,apideck.com-vault,apideck.com-webhook,appwrite.io-client,appwrite.io-server,auth-schemes,aws-importexport,buildrelay,bungie.net,byautomata.io,cyberark-conjur-api,deepsearch-ds-v2,discord-com,exa-gate,groupe-psa,hubspot-events,komga,loris-dataquery,netbox.dev,openbanking-brasil-directory,openepcis-dpp-ready,openfigi.com,paloalto-cspm-alerts,paloalto-cspm-reports,paloalto-cspm-search-manager,portfoliooptimizer.io,sftpgo,short-io,skool,skool-entry,slurmdb-rest,squareup.com,steaminputdb,swagger-petstore,tlon-notes,vtex-pricing,ziptax-node	apideck.com-pos,appng-rest-api,bbci.co.uk,calorieninjas.com,codesearch.debian.net,conjur.local,esgenterprise.com,etherpad.local	src/ir.rs::auth_model[^\s*Auth::ApiKey \{$]=14/14 ; src/ir.rs::additional_api_key_global_headers=30/32 ; src/ir.rs::is_auth_managed_header=5/25 ; src/openapi.rs::load[for \(scheme_name.* in &doc\.components\.security_schemes \{]=6/8	-
67	apikey-header	security	0	23	78	adyen-capital,adyen-managed-risk-notification,alma-france,amazonaws.com-cloudformation,amazonaws.com-cloudfront,apideck.com-accounting,apideck.com-ats,apideck.com-connector,apideck.com-crm,apideck.com-customer-support,apideck.com-ecommerce,apideck.com-file-storage,apideck.com-hris,apideck.com-issue-tracking,apideck.com-lead,apideck.com-proxy,apideck.com-sms,apideck.com-vault,apideck.com-webhook,appwrite.io-client,appwrite.io-server,auth-schemes,aws-importexport,buildrelay,bungie.net,byautomata.io,cyberark-conjur-api,deepsearch-ds-v2,discord-com,exa-gate,hubspot-events,komga,loris-dataquery,netbox.dev,openbanking-brasil-directory,openepcis-dpp-ready,openfigi.com,paloalto-cspm-alerts,paloalto-cspm-reports,paloalto-cspm-search-manager,portfoliooptimizer.io,sftpgo,short-io,skool,skool-entry,slurmdb-rest,squareup.com,swagger-petstore,tlon-notes,vtex-pricing,ziptax-node	apideck.com-pos,calorieninjas.com,codesearch.debian.net,conjur.local	src/ir.rs::auth_model[find\(\x7cscheme\x7c \{]=6/7 ; src/ir.rs::auth_model[^\s*Auth::ApiKey \{$]=14/14 ; src/ir.rs::additional_api_key_global_headers=30/32 ; src/ir.rs::is_auth_managed_header=5/25	-
